position;time;model;response
0;5.198203086853027;openai/gpt-oss-120b;„J’aime programmer.“ (oder auch „J’adore programmer.“)
1;5.210702419281006;openai/gpt-oss-120b;„J’aime programmer.“ (oder auch „J’adore programmer.“)
2;5.119835615158081;openai/gpt-oss-120b;„J’aime programmer.“ (oder auch „J’adore programmer.“)
3;5.405812501907349;openai/gpt-oss-120b;„J’aime programmer.“
4;5.63754415512085;openai/gpt-oss-120b;"„Hallo, wie geht es dir?“ übersetzt ins Spanische lautet:

**„¡Hola, ¿cómo estás?“**"
5;5.036595344543457;openai/gpt-oss-120b;J’aime programmer.
6;5.108764886856079;openai/gpt-oss-120b;„J’aime programmer.“ (oder auch „J’adore programmer.“)
7;6.110113859176636;openai/gpt-oss-120b;"„Hallo, wie geht es dir?“ übersetzt ins Spanische lautet:

**„¡Hola, ¿cómo estás?“**"
8;5.962496995925903;openai/gpt-oss-120b;"„Hallo, wie geht es dir?“ übersetzt ins Spanische lautet:

**„¡Hola, ¿cómo estás?“**"
9;5.966761827468872;openai/gpt-oss-120b;"„Hallo, wie geht es dir?“ auf Spanisch lautet:

**„¡Hola, ¿cómo estás?“**"
10;6.118809938430786;openai/gpt-oss-120b;„Dove si trova la stazione più vicina?“
11;6.820358991622925;openai/gpt-oss-120b;"„Wo ist der nächste Bahnhof?“ auf Italienisch lautet:

**Dove si trova la stazione più vicina?**"
12;6.786829233169556;openai/gpt-oss-120b;"„Wo ist der nächste Bahnhof?“ auf Italienisch lautet:

**Dove si trova la stazione più vicina?**"
13;6.8645501136779785;openai/gpt-oss-120b;"„Wo ist der nächste Bahnhof?“ auf Italienisch lautet:

**Dove si trova la stazione più vicina?**"
14;6.715375185012817;openai/gpt-oss-120b;"Der Satz „Knowledge is power“ lautet auf Deutsch:

**„Wissen ist Macht.“**"
15;6.813873052597046;openai/gpt-oss-120b;"„Wo ist der nächste Bahnhof?“ auf Italienisch lautet:

**Dove si trova la stazione più vicina?**"
16;6.719303369522095;openai/gpt-oss-120b;"„Hallo, wie geht es dir?“ übersetzt man ins Spanische mit:

**„¡Hola, cómo estás?“** (oder formeller: „¡Hola, cómo está usted?“)"
17;7.0298662185668945;openai/gpt-oss-120b;"„Hallo, wie geht es dir?“ auf Spanisch lautet:

**„¡Hola, cómo estás?“** (oder formeller: „¡Hola, cómo está usted?“)"
18;6.699035167694092;openai/gpt-oss-120b;"„Hallo, wie geht es dir?“ übersetzt man ins Spanische mit:

**„¡Hola, ¿cómo estás?“**"
19;6.7824625968933105;openai/gpt-oss-120b;"Der Satz „Knowledge is power“ lautet auf Deutsch:

**„Wissen ist Macht.“**"
20;7.5255749225616455;openai/gpt-oss-120b;"Der Satz „Knowledge is power“ lautet auf Deutsch:

**„Wissen ist Macht.“**"
21;7.511063098907471;openai/gpt-oss-120b;"**Italienisch:**  
*„Dove si trova la stazione più vicina?“*  

(Alternativ auch: *„Dove è la stazione più vicina?“*)"
