position;time;model;response;gpu;diff_time;norm_time
0;2.5434303283691406;openai/gpt-oss-20b;;H100-NVL;0.0;0.0
1;2.565688371658325;openai/gpt-oss-20b;;H100-NVL;0.02225804328918457;9.290133881400381e-05
2;2.6717262268066406;openai/gpt-oss-20b;;H100-NVL;0.10603785514831543;0.0005354855579322517
3;3.117245674133301;openai/gpt-oss-20b;;H100-NVL;0.44551944732666016;0.0023950089934192034
4;3.255303382873535;openai/gpt-oss-20b;;H100-NVL;0.13805770874023438;0.002971238709972668
6;3.3710196018218994;openai/gpt-oss-20b;;H100-NVL;0.11571621894836426;0.0034542187960084013
5;3.3958170413970947;openai/gpt-oss-20b;;H100-NVL;0.024797439575195312;0.0035577191489264137
7;3.905654430389404;openai/gpt-oss-20b;;H100-NVL;0.5098373889923091;0.005685694883335941
9;3.981678724288941;openai/gpt-oss-20b;;H100-NVL;0.07602429389953702;0.006003007532695741
10;4.005085706710815;openai/gpt-oss-20b;;H100-NVL;0.023406982421874556;0.006100704350710496
8;4.007885932922363;openai/gpt-oss-20b;;H100-NVL;0.0028002262115478516;0.006112392025168442
11;4.203249454498291;openai/gpt-oss-20b;;H100-NVL;0.19536352157592773;0.006927806591220673
12;4.401459932327271;openai/gpt-oss-20b;;H100-NVL;0.19821047782898038;0.007755103875084941
13;4.956243276596069;openai/gpt-oss-20b;;H100-NVL;0.5547833442687979;0.010070676486956249
15;5.0890960693359375;openai/gpt-oss-20b;;H100-NVL;0.13285279273986816;0.01062518175726949
14;5.150821685791016;openai/gpt-oss-20b;;H100-NVL;0.061725616455078125;0.010882814125635978
16;5.238416910171509;openai/gpt-oss-20b;;H100-NVL;0.08759522438049316;0.011248421897753803
18;5.519178628921509;openai/gpt-oss-20b;;H100-NVL;0.28076171875;0.012420274212924288
19;5.56991720199585;openai/gpt-oss-20b;;H100-NVL;0.05073857307434082;0.012632048505339688
17;5.6407434940338135;openai/gpt-oss-20b;;H100-NVL;0.07082629203796387;0.012927665566914714
21;5.75950288772583;openai/gpt-oss-20b;;H100-NVL;0.1187593936920166;0.013423347353825818
20;6.081607341766357;openai/gpt-oss-20b;;H100-NVL;0.32210445404052734;0.014767757310691125
22;6.246092796325684;openai/gpt-oss-20b;;H100-NVL;0.16448545455932617;0.015454292004934287
25;6.4015984535217285;openai/gpt-oss-20b;;H100-NVL;0.15550565719604492;0.01610334653137974
23;6.503635406494141;openai/gpt-oss-20b;;H100-NVL;0.10203695297241211;0.016529231655982978
24;6.532987117767334;openai/gpt-oss-20b;;H100-NVL;0.02935171127319336;0.01665174077497129
26;6.6259541511535645;openai/gpt-oss-20b;;H100-NVL;0.09296703338623047;0.017039769576736797
28;6.626119136810303;openai/gpt-oss-20b;;H100-NVL;0.00016498565673828125;0.017040458199191023
27;6.634791612625122;openai/gpt-oss-20b;;H100-NVL;0.008672475814819336;0.01707665565839986
29;6.650849342346191;openai/gpt-oss-20b;;H100-NVL;0.016057729721069336;0.017143677928507746
30;6.979043245315552;openai/gpt-oss-20b;;H100-NVL;0.32819390296936035;0.01851350422367279
